,job_title,company_name,location,ctc_min(R$),ctc_max(R$),ctc_mean(R$),experience_min(years),experience_required(years),experience_mean(years),posted(days)
2236,Backend Operating Executive,A1 Advance,"Hassan, Tumakuru, Davangere, Udupi, Shivamogga, Mangaluru, Chitradurga, Vijayapura, Koppal, Kalaburagi, Bangalore, Uttara Kannada, Gadag, Hosapete, Ballari",23529.0,35294.0,29412.0,0,5,2.5,7
2237,Finance Executive,A1 Advance,"Ballari, Kalaburagi, Koppal, Mangaluru, Vijayapura, Chitradurga, Hosapete, Bangalore, Gadag, Uttara Kannada, Davangere, Tumakuru, Hassan, Udupi, Shivamogga",23529.0,35294.0,29412.0,0,5,2.5,7
2238,Administration Executive,A1 Advance,"Kalaburagi, Koppal, Mangaluru, Vijayapura, Chitradurga, Hosapete, Bangalore, Gadag, Uttara Kannada, Davangere, Tumakuru, Hassan, Udupi, Shivamogga, Ballari",23529.0,35294.0,29412.0,0,5,2.5,7
2239,Videographer,Funscholar,Kolkata,11765.0,14118.0,12941.0,0,2,1.0,21
2240,IT-Project Co- Ordinator,A1 Advance,"Gadag, Davangere, Uttara Kannada, Bangalore, Hassan, Shivamogga, Udupi, Hosapete, Tumakuru, Kalaburagi, Mangaluru, Koppal, Ballari, Chitradurga, Vijayapura",23529.0,35294.0,29412.0,0,5,2.5,7
2241,Field Sales Executive,Venon Hospitality,Mumbai,29412.0,0.0,14706.0,0,5,2.5,7
2242,Corporate Sales Executive,Panjab Jewelry,Amritsar,11765.0,0.0,5882.0,0,2,1.0,7
2243,Business Development Executive,Glamplus,Bangalore,17647.0,20588.0,19118.0,0,2,1.0,7
2244,Corporate Sales Associate,Enprise Enlisting Pvt. Ltd.,"Delhi, Gurgaon",11765.0,17647.0,14706.0,0,2,1.0,7
2245,Associate Telecaller,Lakhan  Rajput,Pune,11765.0,14706.0,13235.0,0,2,1.0,7
2246,Sales Executive,Razor Infotech Private Limited,Noida,11765.0,14118.0,12941.0,0,2,1.0,7
2247,Travel Sales Agent,BPS Media And Production Pvt.Ltd.,Noida,11765.0,41176.0,26471.0,0,5,2.5,7
2248,Data Entry Executive,Choko La,North West,11765.0,12353.0,12059.0,0,2,1.0,7
2249,E-Commerce Account Manager - International Business (B2C),Jagdamba Trading Company,Work from home,14706.0,23529.0,19118.0,0,2,1.0,7
2250,Service Technician,Lavanya JN,"Yalahanka, Sanjay Nagar",11765.0,12000.0,11882.0,0,2,1.0,7
2251,Business Development Manager,Nexbrands Inc,Gurgaon,14118.0,21176.0,17647.0,0,2,1.0,7
2252,Junior Graphic Designer,LocoBuzz,Mumbai,11765.0,0.0,5882.0,0,2,1.0,7
2253,Shift Operator,CN Water Systems Private Limited,"Hyderabad, Visakhapatnam, Bangalore, Mumbai, Chennai, Indore, Pune",14118.0,15651.0,14884.0,0,2,1.0,7
2254,Corporate Sales Manager,RAJPUTANA REALTY PRIVATE LIMITED,Siliguri,11765.0,17647.0,14706.0,0,2,1.0,7
2255,MER Operations - Quality Control Associate,Visit Health Private Limited,Noida,12706.0,14118.0,13412.0,0,2,1.0,7
2256,E-commerce Executive,Chordia Jewels,Jaipura,11765.0,23529.0,17647.0,0,2,1.0,7
2257,Sales Executive,Baweja Media,Work from home,23529.0,5882.0,14706.0,0,5,2.5,7
2258,Personal Assistant,WhizJuniors,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,7
2259,Product Specialist,Startoon Labs Private Limited,Hyderabad,14118.0,17647.0,15882.0,0,2,1.0,7
2260,Super Intendent,A1 Advance,Work from home,29412.0,41176.0,35294.0,0,5,2.5,7
2261,Data Entry Executive,A1 Advance,"Gurdaspur, Jalalabad, Phillaur, Chandigarh, Firozpur, Amritsar, Bathinda, Jalandhar, Ludhiana, Patiala, Phagwara, Rajpura, Shaheed Bhagat Singh Nagar, Kapurthala, Hoshiarpur",23529.0,35294.0,29412.0,0,5,2.5,7
2262,Data Entry Executive,A1 Advance,"Jabalpur, Indore, Katni, Ratlam, Sagar, Satna, Singrauli, Ujjain, Burhanpur, Khandwa, Bhopal, Dewas, Bhind, Gwalior, Rewa",23529.0,35294.0,29412.0,0,5,2.5,7
2263,Full Stack Developer,Mayur Tekchandaney,Mumbai,28235.0,38824.0,33529.0,0,5,2.5,7
2264,Sales Executive,Biman Realty Solutions,Pune,14706.0,17647.0,16176.0,0,2,1.0,7
2265,Digital Marketing Associate,Sunita Gupta Jewellery,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,7
2266,Human Resources (HR) Associate,SmartBrew Solutions Private Limited,Delhi,11765.0,21176.0,16471.0,0,2,1.0,7
2267,Research Analyst,Nyusoft Solutions LLP,Ahmedabad,14706.0,17647.0,16176.0,0,2,1.0,7
2268,Business Development Manager,Energy Holistic Healing Studio Private Limited,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,7
2269,Influencer Marketing Associate,Flutch Technology Private Limited,Bangalore,14118.0,17647.0,15882.0,0,2,1.0,7
2270,Accounts Executive,Antraweb Technologies Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
2271,Digital Marketing Executive,DigiGen Enterprises,Delhi,11765.0,0.0,5882.0,0,2,1.0,7
2272,Website Designer,Frequent Research Fieldwork Solutions Private Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,7
2273,Customer Service Representative,My Rent Space,Noida,11765.0,0.0,5882.0,0,2,1.0,7
2274,Senior Content Strategist,Global Media Live,Delhi,17647.0,35294.0,26471.0,0,5,2.5,7
2275,Travel Sales Executive,Dream Tour Planner,Delhi,11765.0,26471.0,19118.0,0,2,1.0,7
2276,.NET Developer,Zigsaw,Ahmedabad,11765.0,23529.0,17647.0,0,2,1.0,7
2277,Telesales Executive,Xoom Digital,Work from home,12706.0,0.0,6353.0,0,2,1.0,7
2278,Customer Service Executive,KNYA Enterprise Pvt Ltd,Mumbai,11765.0,0.0,5882.0,0,2,1.0,7
2279,Process Associate,And We Support,Jaipur,11765.0,17647.0,14706.0,0,2,1.0,7
2280,Business Development Executive,EMOT Services,Mumbai,23529.0,41176.0,32353.0,0,5,2.5,7
2281,Sales Trainee - Logistics,CITY TRANSPORT SYNDICATE PVT LTD,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,7
2282,Customer Service Associate,MyFitSoul Technologies Private Limited,Work from home,11765.0,14118.0,12941.0,0,2,1.0,7
2283,AI & Generative AI Content Management - LinkedIn,Triluxo Technologies Private Limited,Work from home,11765.0,17647.0,14706.0,0,2,1.0,7
2284,Human Resources (HR) Executive,Preeti Singh,Mumbai,17647.0,29412.0,23529.0,0,5,2.5,7
2285,Corporate Sales Executive,Enprise Enlisting Pvt Ltd,"Gurgaon, Noida",17647.0,0.0,8824.0,0,2,1.0,7
2286,Human Resources (HR) Executive,Gravity Homes,Bangalore,14118.0,17647.0,15882.0,0,2,1.0,7
2287,IT Business Development Manager In Noida Delhi NCR – Salary 30k To 40k,Web Digital Media,"Noida, Delhi",21176.0,28235.0,24706.0,0,2,1.0,7
2288,Tax Analyst,Parul Madhiwal,Work from home,5882.0,882.0,3382.0,0,5,2.5,7
2289,Business Development Associate,Skillbuz,Bangalore,17647.0,29412.0,23529.0,0,5,2.5,7
2290,Google My Business Expert,LTC HOSPITALITY PRIVATE LIMITED,Jaipur,14706.0,23529.0,19118.0,0,2,1.0,7
2291,Social Media Manager,Eulle Entertainment,Mumbai,14706.0,23529.0,19118.0,0,2,1.0,7
2292,Web Developer,Future Skills,Hyderabad,14118.0,0.0,7059.0,0,2,1.0,7
2293,Business Development Executive,Thinsil Technologies Private Limited,Bangalore,14706.0,17647.0,16176.0,0,2,1.0,7
2294,UI/UX Designer,Creatiwise,Work from home,11765.0,15294.0,13529.0,0,2,1.0,7
2295,Next.js Developer,Triluxo Technologies Private Limited,Work from home,20588.0,26471.0,23529.0,0,2,1.0,7
2296,WordPress Developer,Caretcloud Technologies Private Limited,Work from home,17647.0,29412.0,23529.0,0,5,2.5,7
2297,Customer Service Executive,Connect & Heal,Bangalore,20588.0,23529.0,22059.0,0,2,1.0,7
2298,Embedded Systems Executive,Hacklab Solutions Private Limited,Bangalore,17647.0,23529.0,20588.0,0,2,1.0,7
2299,Associate - Founders Office,Early Steps Academy,Bangalore,17647.0,29412.0,23529.0,0,5,2.5,7
2300,Corporate Sales Executive,Tiyana Incorporation,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,7
2301,Operations Associate,Incilo Logistics Private Limited,Bhopal,11765.0,0.0,5882.0,0,2,1.0,7
2302,International Taxation Associate,Parul Aggarwal,Delhi,11765.0,23529.0,17647.0,0,2,1.0,7
2303,Business Development Executive,Maangler,Pune,11765.0,17647.0,14706.0,0,2,1.0,7
2304,Junior Recruiter,Phadke Healthtech Private Limited,Mumbai,11765.0,0.0,5882.0,0,2,1.0,7
2305,Content Writer,Faqprime,Work from home,11765.0,0.0,5882.0,0,2,1.0,7
2306,Data Entry Executive,Fresh2day Private Limited,Chennai,11765.0,14706.0,13235.0,0,2,1.0,7
2307,Account Manager,Growth Hacker Consulting Private Limited,Bangalore,14706.0,23529.0,19118.0,0,2,1.0,7
2308,Corporate Sales Executive,T&T Consulting Corporation,Pune,11765.0,11765.0,11765.0,0,2,1.0,7
2309,Sales And Marketing Associate,Archstore,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
2310,Sales Associate,Talentgum,Work from home,14118.0,17647.0,15882.0,0,2,1.0,7
2311,Junior Digital Strategist - Delivery,Valueleaf Services India Private Limited,Bangalore,17647.0,20588.0,19118.0,0,2,1.0,7
2312,PHP Developer,Cakiweb Solutions,Bhubaneswar,11765.0,14706.0,13235.0,0,2,1.0,7
2313,Digital Marketing Executive,Susamp Infotech,Surat,11765.0,0.0,5882.0,0,2,1.0,7
2314,Creative Designer,Sneads,Work from home,11765.0,12353.0,12059.0,0,2,1.0,7
2315,Corporate Sales Manager,Coomar And Sons,"Rupnarayanpur, Mihijam",11765.0,13529.0,12647.0,0,2,1.0,7
2316,Technical Sales Engineer,Cadmech Engineering Pvt Ltd,Work from home,11765.0,0.0,5882.0,0,2,1.0,7
2317,Business Development Associate,Meon Technologies,Noida,11765.0,14118.0,12941.0,0,2,1.0,7
2318,Front Desk Executive,Bellator Media Private Limited,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,7
2319,Junior Corporate Sales Executive,M.K Infrastructure (P) Ltd,Siliguri,11765.0,0.0,5882.0,0,2,1.0,7
2320,Telesales Executive,BILLION YARDS INFRATECH,Gurgaon,11765.0,23529.0,17647.0,0,2,1.0,7
2321,Pre Sales Executive,Windsor Shelters,Pune,11765.0,12706.0,12235.0,0,2,1.0,7
2322,Business Development Executive,Earthitects Private Limited,Bangalore,20588.0,24706.0,22647.0,0,2,1.0,7
2323,Delivery Management Executive,Arezou,Lucknow,11765.0,14706.0,13235.0,0,2,1.0,7
2324,Financial Analyst,Finbuzz Financial Services,Hyderabad,11765.0,14706.0,13235.0,0,2,1.0,7
2325,Business Development Executive,Evolve Back Resorts,Bangalore,20588.0,24706.0,22647.0,0,2,1.0,7
2326,Customer Support Executive,Shades Of Spring,Bangalore,11765.0,14118.0,12941.0,0,2,1.0,7
2327,Product Executive,Europa Healthcare Private Limited,Ahmedabad,12000.0,17647.0,14824.0,0,2,1.0,7
2328,Junior Graphic Designer,Immersive Radical Digimedia,Bangalore,11765.0,12353.0,12059.0,0,2,1.0,7
2329,Website Developer (API And Solutions Expert),PreeDex Softwares LLP,Delhi,11765.0,17647.0,14706.0,0,2,1.0,7
2330,Business Research Associate,Wellmo Services OPC Private Limited,Bangalore,14706.0,16471.0,15588.0,0,2,1.0,7
2331,Front End Developer,Gruby,Work from home,11765.0,0.0,5882.0,0,2,1.0,7
2332,Social Media Marketing Manager,Adrika Marketing,Varanasi,14706.0,0.0,7353.0,0,2,1.0,7
2333,Trader,SSPD Trade Advisory Private Limited,Hyderabad,11765.0,12353.0,12059.0,0,2,1.0,7
2334,Customer Service Associate,Alturas HR Consultants,Noida,11765.0,17647.0,14706.0,0,2,1.0,7
2335,Content Editor,WittyPen,Pune,19118.0,29412.0,24265.0,0,5,2.5,7
2336,Client Service Specialist,SAK GROUP,Kolkata,11765.0,12941.0,12353.0,0,2,1.0,7
2337,Academic Content Writer,Helpworx Technology Private Limited,Kolkata,11765.0,17647.0,14706.0,0,2,1.0,7
2338,Pharmacist,Unayur Marketing,Delhi,11765.0,12941.0,12353.0,0,2,1.0,7
2339,Video Editor,Teaddle Media (OPC) Private Limited,Work from home,20588.0,28235.0,24412.0,0,2,1.0,7
2340,Shift Operator,CN Water Systems Private Limited,"Hyderabad, Mumbai, Visakhapatnam, Indore, Pune, Chennai",11765.0,15651.0,13708.0,0,2,1.0,7
2341,Digital Marketing Executive,ETF Junction,Bangalore,14118.0,0.0,7059.0,0,2,1.0,7
2342,HR Recruiter,Braintech Education & Placement,Jaipur,11765.0,14706.0,13235.0,0,2,1.0,7
2343,Senior Telecaller,Pocketek,"Mumbai, Thane, Mira Bhayandar",11765.0,47059.0,29412.0,0,5,2.5,7
2344,Graphic Designer,The Talented Indian,Work from home,14118.0,21176.0,17647.0,0,2,1.0,7
2345,Junior Media & Public Relations (PR) Associate,Sambandh Public Relations,Delhi,11765.0,0.0,5882.0,0,2,1.0,7
2346,Telecaller,WEBILO,Work from home,14118.0,20588.0,17353.0,0,2,1.0,7
2347,Accountant,JM Paul & Co,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,7
2348,Marketing Executive,Simplease,Mumbai,20000.0,24706.0,22353.0,0,2,1.0,7
2349,Video Editor,Rangjogi,Work from home,11765.0,0.0,5882.0,0,2,1.0,7
2350,Customer Service Executive,Conwar Hire Services Private Limited,Delhi,11765.0,12353.0,12059.0,0,2,1.0,7
2351,Operations Executive,Gallant Sports & Infra Private Limited,"Delhi, Gurgaon",14706.0,20588.0,17647.0,0,2,1.0,7
2352,Social Media Marketing Specialist,DealsInsight,Chennai,11765.0,12706.0,12235.0,0,2,1.0,7
2353,Business Development Executive,BiddrX Tech India Private Limited,"Delhi, Faridabad, Gurgaon",12353.0,14118.0,13235.0,0,2,1.0,7
2354,Junior Recruiter,Advent Global Solutions,Belgaum,11765.0,12353.0,12059.0,0,2,1.0,7
2355,Teacher,Empowered Eduventure,Kolkata,11765.0,17647.0,14706.0,0,2,1.0,7
2356,Junior UI/UX Designer,Wavity Private Limited,Hyderabad,17647.0,20588.0,19118.0,0,2,1.0,7
2357,Junior Accountant,603 The Coworking Space,Mumbai,11765.0,12941.0,12353.0,0,2,1.0,7
2358,Architect,Vartika Jangid,Jaipur,11765.0,0.0,5882.0,0,2,1.0,7
2359,UI/UX & Webflow Developer,DevTown,Work from home,17647.0,0.0,8824.0,0,2,1.0,7
2360,University Relations Associate,GlobalShala,Gurgaon,11765.0,29412.0,20588.0,0,5,2.5,7
2361,Junior Social Media Marketing Executive,Bricsa Consulting Private Limited,Mumbai,11765.0,0.0,5882.0,0,2,1.0,7
2362,Content Writer,The Last Mile Education,Work from home,11765.0,17647.0,14706.0,0,2,1.0,7
2363,Analyst [Brand Development & Photo/video Editor],FLONEX Oil Technologies Private Limited,Agra,11765.0,17647.0,14706.0,0,2,1.0,7
2364,Accountant And Audit Assistant,Sharmistha Chiplunkar,Pune,12706.0,0.0,6353.0,0,2,1.0,7
2365,Sales Associate,Blue Hex Software Private Limited,Chennai,11765.0,0.0,5882.0,0,2,1.0,7
2366,Content Writer,OpenGrowth,Work from home,11765.0,13235.0,12500.0,0,2,1.0,7
2367,Sales Executive,G Multi Trading And Services,Lucknow,11765.0,20588.0,16176.0,0,2,1.0,7
2368,Counselor,Joy Enterprises,Bangalore,17647.0,21176.0,19412.0,0,2,1.0,7
2369,Territory Sales Incharge,Cresurge Private Limited,Chandranathpur,18824.0,21176.0,20000.0,0,2,1.0,7
2370,Senior WordPress Developer,Mind Mingles,Delhi,21176.0,42353.0,31765.0,0,5,2.5,7
2371,Graphic Designer,Dusaan Retail & Technologies Private Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,7
2372,Verbal Faculty,Aptimania,Jaipur,17647.0,0.0,8824.0,0,2,1.0,7
2373,Business Development Executive,Shubh.Work,Work from home,11765.0,12353.0,12059.0,0,2,1.0,7
2374,Unreal Engine Artist,AD Medical Animation & Arts Private Limited,Delhi,17647.0,35294.0,26471.0,0,5,2.5,7
2375,Human Resources (HR) Associate,P Webcraft Technologies Pune,Pune,11765.0,23529.0,17647.0,0,2,1.0,7
2376,Corporate Sales Manager,Aradhana Apparels,Kochi,14706.0,21176.0,17941.0,0,2,1.0,7
2377,Business Development Executive,Macdoc Services,Pune,17647.0,21176.0,19412.0,0,2,1.0,7
2378,Senior Full Stack Developer,My Medical Policy,Work from home,11765.0,20588.0,16176.0,0,2,1.0,7
2379,Assistant Manager,Student Gallery,Guwahati,11765.0,14706.0,13235.0,0,2,1.0,7
2380,Client Service Associate,Trigredge Solutions Private Limited,Work from home,11765.0,12941.0,12353.0,0,2,1.0,7
2381,Inside Sales Associate,Live In Temporary (TIL) RENTAL,Indore,11765.0,14706.0,13235.0,0,2,1.0,7
2382,Internet Marketing Executive,A1 Advance,Work from home,23529.0,35294.0,29412.0,0,5,2.5,7
2383,B2B Sales Executive,Ecowrap Impact Private Limited,Jaipur,11765.0,14118.0,12941.0,0,2,1.0,7
2384,Technical Support - Customer Care Executive,A1 Advance,Work from home,23529.0,35294.0,29412.0,0,5,2.5,7
2385,Digital Marketing Associate,Elite Offshore Private Limited,Navi Mumbai,11765.0,12353.0,12059.0,0,2,1.0,7
2386,Sales Executive/Sales Representative,A1 Advance,Work from home,41176.0,47059.0,44118.0,0,5,2.5,7
2387,Graphic Designer,Sketch Consultancy,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,7
2388,Accountant,A1 Advance,Work from home,29412.0,41176.0,35294.0,0,5,2.5,7
2389,Video Editor,Graspar E-Learning Solutions,Bhopal,14118.0,17647.0,15882.0,0,2,1.0,7
2390,Client Relationship Manager,A1 Advance,Work from home,29412.0,41176.0,35294.0,0,5,2.5,7
2391,Business Development Associate,A1 Advance,Work from home,29412.0,41176.0,35294.0,0,5,2.5,7
2392,Associate Accountant Executive,SI Fintech Private Limited,Pune,11765.0,17647.0,14706.0,0,2,1.0,7
2393,Facebook Marketing Executive,A1 Advance,Work from home,29412.0,35294.0,32353.0,0,5,2.5,7
2394,Team Leader (TL) Executive,A1 Advance,Work from home,29412.0,41176.0,35294.0,0,5,2.5,7
2395,Video Editor,Gyanbodhi,Work from home,17647.0,29412.0,23529.0,0,5,2.5,7
2396,Human Resources (HR) Associate,A1 Advance,Work from home,35294.0,41176.0,38235.0,0,5,2.5,7
2397,Backend Management Operator,A1 Advance,Work from home,29412.0,35294.0,32353.0,0,5,2.5,7
2398,Human Resources (HR) Executive,A1 Advance,Work from home,35294.0,47059.0,41176.0,0,5,2.5,7
2399,Data Entry Executive,A1 Advance,"Varanasi, Noida, Gonda, Kanpur Dehat, Agra, Aligarh, Bareilly, Ghaziabad, Jhansi, Lucknow, Meerut, Moradabad, Muzaffarnagar, Hapur, Banda",17647.0,29412.0,23529.0,0,5,2.5,7
2400,Data Entry Executive,A1 Advance,Work from home,23529.0,35294.0,29412.0,0,5,2.5,7
2401,Executive Assistant To CEO,Living Balconies,Noida,11765.0,17647.0,14706.0,0,2,1.0,7
2402,Animation & VFX Trainer,Red & White Multimedia Education,"Maninagar, Navsari, Surat",14118.0,28235.0,21176.0,0,2,1.0,7
2403,Next.js Developer,ANO SEO Tool,Work from home,17647.0,0.0,8824.0,0,2,1.0,7
2404,Odoo Developer,XCD Technologies,Work from home,11765.0,0.0,5882.0,0,2,1.0,7
2405,Sales And Marketing Associate,Rajbala Educational Institution Private Limited,Delhi,26471.0,0.0,13235.0,0,2,1.0,7
2406,Associate Business Analyst Trainee,Triotree Technologies Private Limited,Mumbai,11765.0,0.0,5882.0,0,2,1.0,7
2407,Vendor Management Trainee,ApkaInterior.com,Jaipur,11765.0,12941.0,12353.0,0,2,1.0,7
2408,Junior Corporate Sales Associate,InvestSaathi Financial Services Private Limited,Work from home,23529.0,29412.0,26471.0,0,5,2.5,7
2409,Word Fomatting & Editing Executive (Educational Content),Contour Education,Work from home,13235.0,0.0,6618.0,0,2,1.0,7
2410,Digital Marketing Executive,A1 Advance,Work from home,17647.0,29412.0,23529.0,0,5,2.5,7
2411,Data Entry Manager,A1 Advance,Work from home,23529.0,35294.0,29412.0,0,5,2.5,7
2412,Data Entry Associate,A1 Advance,Work from home,17647.0,35294.0,26471.0,0,5,2.5,7
2413,Data Entry Executive,A1 Advance,Work from home,11765.0,29412.0,20588.0,0,5,2.5,7
2414,Computer Operator & Back-end Operations Management Executive,A1 Advance,Work from home,29412.0,35294.0,32353.0,0,5,2.5,7
2415,Computer Operator Executive,A1 Advance,Work from home,17647.0,29412.0,23529.0,0,5,2.5,7
2416,Data Entry Executive,A1 Advance,"Ahmedabad, Agra, Ulhasnagar, Thane, Navi Mumbai, Kalyan, Mumbai, Badlapur, Virar, Bhiwandi, Mira Bhayandar, Ambernath, Goa Velha, Rajasthan, Panvel",17647.0,29412.0,23529.0,0,5,2.5,7
2417,DevOps Engineer,Inteleccess Global Services,Hyderabad,11765.0,23529.0,17647.0,0,2,1.0,7
2418,Audit Manager,Samas & Associates,Ahmedabad,11765.0,12941.0,12353.0,0,2,1.0,7
2419,Corporate Sales Specialist,Students Destination,Work from home,23529.0,0.0,11765.0,0,2,1.0,7
2420,Internal Auditor,AGARWAL ROHIT &CO,Bangalore,17647.0,26471.0,22059.0,0,2,1.0,7
2421,Human Resources (HR) Executive,Peritus Infotech Private Limited,Noida,14118.0,17647.0,15882.0,0,2,1.0,7
2422,Receptionist,Avlanii Fine Gems & Jewelry,Mumbai,12706.0,14118.0,13412.0,0,2,1.0,7
2423,Graphic Designer,Varistor Solar,Jaipur,11765.0,0.0,5882.0,0,2,1.0,7
2424,Tally Accountant,Paxal Chemical Industry Private Limited,Bangalore,11765.0,12941.0,12353.0,0,2,1.0,7
2425,Unity Game Developer,GameClan Entertainment,Work from home,14118.0,17647.0,15882.0,0,2,1.0,7
2426,Video Editor,Ola Car Wash Private Limited,"Delhi, South",11765.0,17647.0,14706.0,0,2,1.0,7
2427,Business Development Executive,SD Project Experts,Jaipur,11765.0,17647.0,14706.0,0,2,1.0,7
2428,Data Entry Executive,A1 Advance,"Agra, Faridabad, Delhi, Dhanbad, Ghaziabad, Jalandhar, Kolkata, Hyderabad, Bhopal, Mumbai, Shahbad, Rajastheli, Mandoli, Roshanpura, Deoli",17647.0,23529.0,20588.0,0,2,1.0,7
2429,SEO Executive,Aryan Jalan,"Unnao, Kanpur Dehat, Kanpur",11765.0,12353.0,12059.0,0,2,1.0,7
2430,Sales Executive,Krishna Gems N Jewels,Delhi,14118.0,17647.0,15882.0,0,2,1.0,7
2431,Back-Office Operator Executive,A1 Advance,"Sangli, Solapur, Parbhani, Amravati, Ratnagiri, Pune, Nanded, Satara, Nashik, Nagpur, Osmanabad, Akola, Aurangabad, Kolhapur, Latur",23529.0,29412.0,26471.0,0,5,2.5,7
2432,Data Entry Executive,A1 Advance,"Sangareddy, Nizamabad, Hyderabad, Kothagudem, Nalgonda, Kamareddy, Gadwal, Khammam, Warangal, Suryapet, Karimnagar, Adilabad, Mancherial, Siddipet, Mahbubnagar",17647.0,29412.0,23529.0,0,5,2.5,7
2433,Junior Search Engine Optimization (SEO) Executive,Edovu Ventures Private Limited,Gurgaon,14706.0,0.0,7353.0,0,2,1.0,7
2434,Back-Office Operator Executive,A1 Advance,"Nalgonda, Kamareddy, Gadwal, Mahbubnagar, Mancherial, Siddipet, Warangal, Suryapet, Nizamabad, Sangareddy, Khammam, Hyderabad, Kothagudem, Adilabad, Karimnagar",23529.0,29412.0,26471.0,0,5,2.5,7
2435,Business Development Executive,Next Trip,Work from home,11765.0,14118.0,12941.0,0,2,1.0,7
2436,Business Development Executive,Avsar Ventures,Faridabad,11765.0,14118.0,12941.0,0,2,1.0,7
2437,Business Development Executive,Chennai Live,Chennai,11765.0,17647.0,14706.0,0,2,1.0,7
2438,Front Office Executive,Raj Placement Services,Mumbai,12706.0,26118.0,19412.0,0,2,1.0,7
2439,Sales Business Development,Pinnacle Edits,Work from home,11765.0,23529.0,17647.0,0,2,1.0,7
2440,Back-Office Operator Executive,A1 Advance,"Vijayawada, Vizianagaram, Proddatur, Visakhapatnam, Ongole, Nandyala, Nellore, Kadapa, Madanapalle, Kurnool, Guntur, Anantapur, Tenali, Srikakulam, Rajamahendravaram",23529.0,29412.0,26471.0,0,5,2.5,7
2441,Back-Office Operator Executive,A1 Advance,"Devangari, Ballari, Belagavi, Kalaburagi, Mangaluru, Mysuru, Vijayapura, Chitradurga, Hubli, Hosapete, Uttara Kannada, Tumakuru, Hassan, Bangalore, Shivamogga",23529.0,29412.0,26471.0,0,5,2.5,7
2442,Data Entry Executive,A1 Advance,"Pune, Alandi, Akurdi, Pimpri-Chinchwad, Wakadi, Lohgaon, Shivaji Nagar, Talegaon Dhamdhere, Wagholi, Talegaon Dabhade, Dehu Road",17647.0,29412.0,23529.0,0,5,2.5,7
2443,Computer Operator Executive,A1 Advance,"Anantapur, Guntur, Kadapa, Kurnool, Madanapalle, Rajamahendravaram, Tenali, Vizianagaram, Proddatur, Nellore, Vijayawada, Ongole, Vishakhapatnam, Nandyala, Srikakulam",23529.0,35294.0,29412.0,0,5,2.5,7
2444,Back-Office Operator Executive,A1 Advance,Work from home,23529.0,35294.0,29412.0,0,5,2.5,7
2445,E-commerce Management Executive,Groot Technology Solutions,Kolkata,11765.0,14118.0,12941.0,0,2,1.0,7
2446,Telecaller,A1 Advance,Work from home,35294.0,47059.0,41176.0,0,5,2.5,7
2447,Curriculum Development Manager,Stamurai,Work from home,21176.0,0.0,10588.0,0,2,1.0,7
2448,Content Writer,Killu Health Private Limited,Work from home,29412.0,5882.0,17647.0,0,5,2.5,7
2449,Telecaller Executive,A1 Advance,"Kalyan, Vasai, Badlapur, Mumbai, Wardha, Dombivli, Navi Mumbai, Ambernath, Panvel, Wadala, Vasai-Virar, Mira Bhayandar, Kopargaon, Pune, Thane",23529.0,35294.0,29412.0,0,5,2.5,7
2450,Telecaller Executive,A1 Advance,"Parbhani, Pune, Amravati, Solapur, Sangli, Ratnagiri, Satara, Nashik, Nagpur, Osmanabad, Akola, Aurangabad, Kolhapur, Nanded, Latur",23529.0,35294.0,29412.0,0,5,2.5,7
2451,Telecaller Executive,A1 Advance,"Nellore, Nandyal, Proddatur, Vizianagaram, Tenali, Vijayawada, Ongole, Vishakhapatnam, Anantapur, Guntur, Kadapa, Kurnool, Madanapalle, Srikakulam, Rajamahendravaram",23529.0,35294.0,29412.0,0,5,2.5,7
2452,Digital Marketing Executive,Aerospace Media Group,Navi Mumbai,11765.0,12706.0,12235.0,0,2,1.0,7
2453,Telecaller Executive,A1 Advance,"Salem, Tiruchipalli, Trichey, Tambaram Sanatorium, Kancheepuram, Madurai, Thanjavur, Kanyakumari, Tirunelveli, Coimbatore, Chennai, Cuddalore, Kanchipuram, Vellore",23529.0,35294.0,29412.0,0,5,2.5,7
2454,Junior Interior Designer,Aditi Lawate Design,Pune,11765.0,20588.0,16176.0,0,2,1.0,7
2455,Ads Account Executive,Kreative Digitals,Navi Mumbai,14118.0,17647.0,15882.0,0,2,1.0,7
2456,Video Editor,Payas Gaba,Work from home,15588.0,16765.0,16176.0,0,2,1.0,7
2457,WordPress Developer,Sumadhura Infracon Private Limited,Bangalore,11765.0,17647.0,14706.0,0,2,1.0,7
2458,Digital Marketing Analyst,Mosh ECom Services Private Limited,Bangalore,11765.0,29412.0,20588.0,0,5,2.5,7
